BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster
-0.8355848790426214,-0.249881387509229,-0.6624501403821538,-0.6004161882983547,-0.4840476705661343,-0.6057134510317196,-0.8066490832799754,-0.6787161910923751,-0.707409348673445,-0.6752944623225238,-0.6363960366498398,-0.6805027735264256,-1.0420951094774944,-0.7970440569976476,-0.6863247753500441,-0.5255884449323432,0.3605412821917686,1
1.0361346619563132,0.134049395368665,-0.7491932258373782,-0.6004161882983547,-0.6756659790787873,2.839046871514473,-1.2219282306900232,-0.6787161910923751,-0.9170895120984436,0.5739490539719282,0.2953952153101432,-0.8078728755988757,0.8213771623846173,1.6421716977385232,0.62394738868922,0.2341587006804341,0.3605412821917686,0
0.6173859532696936,0.5179801782465591,-0.0461832532858484,0.435750173794681,-0.6756659790787873,-0.6057134510317196,1.2697416704304612,2.6732946829640527,-0.9170895120984436,-0.6752944623225238,-0.6363960366498398,-0.0436522631641752,0.9766665183731268,-0.5342766630852825,-0.0011863147465964,-0.5255884449323432,0.3605412821917686,3
0.126907901035735,-1.0177429532650166,0.6137825089360135,1.4084736765146368,-0.6756659790787873,-0.4531948279910033,-1.01428990281995,-0.3993830689246308,-0.9170895120984436,-0.2588816225490615,-0.403448223659844,-0.7441878245626506,0.9766665183731268,-0.9232193293869908,-0.4435584787540931,-0.5255884449323432,0.3605412821917686,1
-0.3756935271359634,0.5179801782465591,-0.7346451192620785,-0.5789737347713314,-0.6756659790787873,-0.6057134510317196,-1.01428990281995,-0.3993830689246308,-0.9170895120984436,-0.6752944623225238,-0.6363960366498398,-0.7441878245626506,-0.9799793670820908,-0.4990954957962258,-0.5384443579791274,-0.5255884449323432,0.3605412821917686,1
0.2116608243368806,0.5179801782465591,0.4631004950823467,-0.6004161882983547,2.002330439933268,-0.6057134510317196,0.4391858672802666,-0.6787161910923751,0.5506766642205982,-0.6752944623225238,-0.6363960366498398,-0.2983924673090753,-0.7936321398958796,-0.0478434809861069,2.4989826348480144,-0.5255884449323432,0.3605412821917686,3
-0.4884463580670175,0.5179801782465591,2.886709576754609,2.9798409983354865,0.7069987086983626,-0.6057134510317196,1.2697416704304612,2.6732946829640527,1.5990825136896427,-0.6752944623225238,-0.6363960366498398,2.822175033465952,2.3742707222697104,2.879656013444212,-0.6040757035261278,2.893277129190729,0.3605412821917686,2
0.2198449427459874,0.5179801782465591,-0.3525754703282699,-0.6004161882983547,0.2004755950639721,-0.6057134510317196,1.2697416704304612,-0.6787161910923751,1.5990825136896427,-0.6752944623225238,-0.6363960366498398,-0.0436522631641752,-0.6383427839073703,-0.4986388691998616,-0.1349774775323716,-0.5255884449323432,0.3605412821917686,3
-0.2589394456011145,0.5179801782465591,0.034122295009806,0.2860818481760587,-0.2739504476057202,-0.6057134510317196,-0.3913724275398288,-0.3993830689246308,-0.2880465056514219,-0.6752944623225238,-0.6363960366498398,-0.4894476204177505,0.8213771623846173,-0.4928782046781543,-0.4440929899929248,-0.5255884449323432,0.3605412821917686,1
-0.7696778073729784,-1.4016737361429108,0.4161101108441286,1.1171243392162082,-0.6756659790787873,-0.6057134510317196,-0.8066490832799754,-0.1200465947460124,-0.9170895120984436,-0.6752944623225238,-0.6363960366498398,-0.6168177224902006,2.063692010292692,-0.1949550633424375,-0.7413964443010381,-0.5255884449323432,0.3605412821917686,1
