BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-0.8355848790426214,-0.24988138750922906,-0.6624501403821538,-0.6004161882983547,-0.48404767056613435,-0.6057134510317196,-0.8066490832799754,-0.6787161910923751,-0.707409348673445,-0.6752944623225238,-0.6363960366498398,-0.6805027735264256,-1.0420951094774944,-0.7970440569976476,-0.6863247753500441,-0.5255884449323432,0.3605412821917686
1.0361346619563132,0.134049395368665,-0.7491932258373782,-0.6004161882983547,-0.6756659790787873,2.839046871514473,-1.2219282306900232,-0.6787161910923751,-0.9170895120984436,0.5739490539719282,0.29539521531014323,-0.8078728755988757,0.8213771623846173,1.6421716977385232,0.62394738868922,0.2341587006804341,0.3605412821917686
0.6173859532696936,0.5179801782465591,-0.046183253285848415,0.435750173794681,-0.6756659790787873,-0.6057134510317196,1.2697416704304612,2.6732946829640527,-0.9170895120984436,-0.6752944623225238,-0.6363960366498398,-0.04365226316417523,0.9766665183731267,-0.5342766630852825,-0.0011863147465964034,-0.5255884449323432,0.3605412821917686
0.12690790103573504,-1.0177429532650166,0.6137825089360135,1.4084736765146368,-0.6756659790787873,-0.45319482799100336,-1.01428990281995,-0.3993830689246308,-0.9170895120984436,-0.2588816225490615,-0.40344822365984406,-0.7441878245626506,0.9766665183731267,-0.9232193293869907,-0.4435584787540931,-0.5255884449323432,0.3605412821917686
-0.37569352713596343,0.5179801782465591,-0.7346451192620785,-0.5789737347713314,-0.6756659790787873,-0.6057134510317196,-1.01428990281995,-0.3993830689246308,-0.9170895120984436,-0.6752944623225238,-0.6363960366498398,-0.7441878245626506,-0.9799793670820908,-0.4990954957962258,-0.5384443579791274,-0.5255884449323432,0.3605412821917686
0.2116608243368806,0.5179801782465591,0.46310049508234674,-0.6004161882983547,2.0023304399332678,-0.6057134510317196,0.43918586728026665,-0.6787161910923751,0.5506766642205982,-0.6752944623225238,-0.6363960366498398,-0.29839246730907537,-0.7936321398958796,-0.047843480986106995,2.4989826348480144,-0.5255884449323432,0.3605412821917686
-0.4884463580670175,0.5179801782465591,2.886709576754609,2.9798409983354865,0.7069987086983626,-0.6057134510317196,1.2697416704304612,2.6732946829640527,1.5990825136896427,-0.6752944623225238,-0.6363960366498398,2.822175033465952,2.3742707222697104,2.8796560134442117,-0.6040757035261278,2.893277129190729,0.3605412821917686
0.2198449427459874,0.5179801782465591,-0.3525754703282699,-0.6004161882983547,0.20047559506397214,-0.6057134510317196,1.2697416704304612,-0.6787161910923751,1.5990825136896427,-0.6752944623225238,-0.6363960366498398,-0.04365226316417523,-0.6383427839073703,-0.49863886919986167,-0.1349774775323716,-0.5255884449323432,0.3605412821917686
-0.25893944560111454,0.5179801782465591,0.03412229500980604,0.28608184817605875,-0.2739504476057202,-0.6057134510317196,-0.39137242753982887,-0.3993830689246308,-0.2880465056514219,-0.6752944623225238,-0.6363960366498398,-0.4894476204177505,0.8213771623846173,-0.49287820467815435,-0.4440929899929248,-0.5255884449323432,0.3605412821917686
-0.7696778073729784,-1.4016737361429108,0.4161101108441286,1.1171243392162082,-0.6756659790787873,-0.6057134510317196,-0.8066490832799754,-0.12004659474601245,-0.9170895120984436,-0.6752944623225238,-0.6363960366498398,-0.6168177224902006,2.0636920102926917,-0.19495506334243756,-0.7413964443010381,-0.5255884449323432,0.3605412821917686
-0.09423961164751729,0.5179801782465591,0.08743201304166992,-0.6004161882983547,1.1724664950162056,-0.6057134510317196,1.2697416704304612,-0.6787161910923751,1.5990825136896427,-0.6752944623225238,-0.6363960366498398,-0.04365226316417523,-0.9799793670820908,-0.24589332299215688,2.1695314726420754,-0.5255884449323432,0.3605412821917686
-0.4863541862079451,-0.24988138750922906,0.6075813785082921,1.3993338306987433,-0.6756659790787873,-0.6057134510317196,-0.5990107554099021,0.1592865274217318,-0.9170895120984436,-0.6752944623225238,-0.6363960366498398,-0.42576256938152546,-0.7315163975004758,-0.4820364600132564,-0.6637956810367549,-0.5255884449323432,0.3605412821917686
0.0382572695498931,0.5179801782465591,2.176785616553167,2.7502754105684803,0.7660107202717561,-0.6057134510317196,1.2697416704304612,0.1592865274217318,1.3894023502646444,-0.6752944623225238,-0.6363960366498398,0.8479384513429753,-0.42093768552345723,-0.5429069206998647,-0.193728480829949,0.3291279485984248,0.3605412821917686
